*sample_name,biosample number,sample_title,bioproject_accession,*organism,host,isolation_source,*collection_date,*geo_loc_name,*lat_lon,altitude,ref_biomaterial,rel_to_oxygen,samp_collect_device,samp_mat_process,samp_size,source_material_id,description,*env_biome,*env_feature,*env_material,Room number and pen (i.e. crate) ID ,Cohort,Antibiotic regimen,Probiotic regimen,Dysentery,DNA extraction plate ID,DNA extraction well ID,Sample_storage_temperature,host_body_habitat,host_diet,host_last_meal,host_life_stage,host_sex,TATTOO,Crate before start of the trial,NURSING_DAM,BIRTH_DAY,LINE,CROSS_BREED,STIGSIRE (male parent),STIGDAM (female parent),host_weight,,,,,,,,,,,,,,
Fe7/14159,SAMN11097909Ê,,PRJNA526405,Pig gut metagenome,Pig,14159,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2A,D-scour,not applicable,1g/day D-Scour oral paste for 14 days; start on: 01/02/2017,0,plate_4,B2,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14159,A36,T11600,1/6/2017 0:00:00,319,Landrace x Cross bred (LW x D),BY12386,T11600,7.1,,,,,,,,,,,,,,
Fe7/14205,SAMN11097910Ê,,PRJNA526405,Pig gut metagenome,Pig,14205,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2A,D-scour,not applicable,1g/day D-Scour oral paste for 14 days; start on: 01/02/2017,0,plate_5,D12,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14205,B4,Y08266,1/9/2017 0:00:00,316,Duroc x Landrace,BR06957,Y08266,7.2,,,,,,,,,,,,,,
Fe7/29752,SAMN11097911Ê,,PRJNA526405,Pig gut metagenome,Pig,29752,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2A,D-scour,not applicable,1g/day D-Scour oral paste for 14 days; start on: 01/02/2017,0,plate_6,C1,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29752,B44,B11439,1/9/2017 0:00:00,326,Duroc x Large white,BR05942,B11439,8.3,,,,,,,,,,,,,,
Fe7/29875,SAMN11097912Ê,,PRJNA526405,Pig gut metagenome,Pig,29875,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2A,D-scour,not applicable,1g/day D-Scour oral paste for 14 days; start on: 01/02/2017,0,plate_5,G5,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29875,A37,319096,1/11/2017 0:00:00,326,Duroc x Large white,BR05918,32650,7,,,,,,,,,,,,,,
Fe7/29644,SAMN11097913Ê,,PRJNA526405,Pig gut metagenome,Pig,29644,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2B,D-scour,not applicable,1g/day D-Scour oral paste for 14 days; start on: 01/02/2017,0,plate_3,F2,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29644,A29,60581,1/7/2017 0:00:00,326,Large white x Duroc,BB17642,R03999,7.2,,,,,,,,,,,,,,
Fe7/29914,SAMN11097914Ê,,PRJNA526405,Pig gut metagenome,Pig,29914,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2B,D-scour,not applicable,1g/day D-Scour oral paste for 14 days; start on: 01/02/2017,0,plate_5,D9,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29914,B50,315875,1/11/2017 0:00:00,326,Duroc x Large white,BR05918,315875,7.3,,,,,,,,,,,,,,
Fe7/14276,SAMN11097915Ê,,PRJNA526405,Pig gut metagenome,Pig,14276,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2B,D-scour,not applicable,1g/day D-Scour oral paste for 14 days; start on: 01/02/2017,0,plate_6,F4,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14276,B27,210080,1/10/2017 0:00:00,316,Duroc x Landrace,BR06957,210080,7.5,,,,,,,,,,,,,,
Fe7/14172,SAMN11097916Ê,,PRJNA526405,Pig gut metagenome,Pig,14172,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2B,D-scour,not applicable,1g/day D-Scour oral paste for 14 days; start on: 01/02/2017,0,plate_8,B4,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14172,A23,T12057,1/6/2017 0:00:00,319,Landrace x Cross bred (LW x D),BY12386,T12057,8.2,,,,,,,,,,,,,,
Fe7/14262,SAMN11097917Ê,,PRJNA526405,Pig gut metagenome,Pig,14262,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2B,D-scour,not applicable,1g/day D-Scour oral paste for 14 days; start on: 01/02/2017,0,plate_8,E7,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14262,B8,Y09733,1/10/2017 0:00:00,316,Duroc x Landrace,BR06957,Y09733,8.6,,,,,,,,,,,,,,
Fe7/29765,SAMN11097918Ê,,PRJNA526405,Pig gut metagenome,Pig,29765,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2B,D-scour,not applicable,1g/day D-Scour oral paste for 14 days; start on: 01/02/2017,0,plate_6,F9,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29765,B15,317019,1/10/2017 0:00:00,326,Duroc x Large white,BR05942,317019,5,,,,,,,,,,,,,,
Fe7/29864,SAMN11097919Ê,,PRJNA526405,Pig gut metagenome,Pig,29864,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2C,D-scour,not applicable,1g/day D-Scour oral paste for 14 days; start on: 01/02/2017,0,plate_3,E5,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29864,B6,910916,1/11/2017 0:00:00,326,Duroc x Large white,BR05942,314656,6.2,,,,,,,,,,,,,,
Fe7/29778,SAMN11097920Ê,,PRJNA526405,Pig gut metagenome,Pig,29778,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2C,D-scour,not applicable,1g/day D-Scour oral paste for 14 days; start on: 01/02/2017,0,plate_6,A4,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29778,B10,32719,1/10/2017 0:00:00,326,Duroc x Large white,BR05918,32719,6,,,,,,,,,,,,,,
Fe7/14317,SAMN11097921Ê,,PRJNA526405,Pig gut metagenome,Pig,14317,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2C,D-scour,not applicable,1g/day D-Scour oral paste for 14 days; start on: 01/02/2017,0,plate_6,G2,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14317,B31,21560,1/11/2017 0:00:00,316,Duroc x Landrace,BR06957,21560,6,,,,,,,,,,,,,,
Fe7/29742,SAMN11097922Ê,,PRJNA526405,Pig gut metagenome,Pig,29742,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2C,D-scour,not applicable,1g/day D-Scour oral paste for 14 days; start on: 01/02/2017,0,plate_5,E10,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29742,B33,40486,1/9/2017 0:00:00,326,Large white x Duroc,BB18188,40486,4.8,,,,,,,,,,,,,,
Fe7/14273,SAMN11097923Ê,,PRJNA526405,Pig gut metagenome,Pig,14273,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2C,D-scour,not applicable,1g/day D-Scour oral paste for 14 days; start on: 01/02/2017,0,plate_7,G11,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14273,B27,210080,1/10/2017 0:00:00,316,Duroc x Landrace,BR06957,210080,5.6,,,,,,,,,,,,,,
Fe7/29846,SAMN11097924Ê,,PRJNA526405,Pig gut metagenome,Pig,29846,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2C,D-scour,not applicable,1g/day D-Scour oral paste for 14 days; start on: 01/02/2017,0,plate_4,E1,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29846,A35,40516,1/10/2017 0:00:00,326,Large white x Duroc,BB17642,40516,6.2,,,,,,,,,,,,,,
Fe7/29961,SAMN11097925Ê,,PRJNA526405,Pig gut metagenome,Pig,29961,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2D,Neomycin+D-scour,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day D-Scour oral paste for 14 days; start on: 06/02/2017,0,plate_7,E7,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29961,B22,32810,1/11/2017 0:00:00,326,Duroc x Large white,BR07264,32810,6.6,,,,,,,,,,,,,,
Fe7/14295,SAMN11097926Ê,,PRJNA526405,Pig gut metagenome,Pig,14295,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2D,Neomycin+D-scour,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day D-Scour oral paste for 14 days; start on: 06/02/2017,0,plate_4,A7,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14295,B21,21508,1/11/2017 0:00:00,316,Duroc x Landrace,BR07335,21508,7.9,,,,,,,,,,,,,,
Fe7/29652,SAMN11097927Ê,,PRJNA526405,Pig gut metagenome,Pig,29652,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2D,Neomycin+D-scour,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day D-Scour oral paste for 14 days; start on: 06/02/2017,0,plate_5,E8,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29652,A25,316703,1/8/2017 0:00:00,326,Duroc x Large white,BR04050,316703,6.8,,,,,,,,,,,,,,
Fe7/14194,SAMN11097928Ê,,PRJNA526405,Pig gut metagenome,Pig,14194,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2D,Neomycin+D-scour,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day D-Scour oral paste for 14 days; start on: 06/02/2017,0,plate_4,F5,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14194,B2,210747,1/8/2017 0:00:00,316,Duroc x Landrace,BR06957,210747,7.2,,,,,,,,,,,,,,
Fe7/14194.2,SAMN11097929Ê,,PRJNA526405,Pig gut metagenome,Pig,14194,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2D,Neomycin+D-scour,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day D-Scour oral paste for 14 days; start on: 06/02/2017,0,plate_4,H5,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14194,B2,210747,1/8/2017 0:00:00,316,Duroc x Landrace,BR06957,210747,7.2,,,,,,,,,,,,,,
Fe7/29691,SAMN11097930Ê,,PRJNA526405,Pig gut metagenome,Pig,29691,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2D,Neomycin+D-scour,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day D-Scour oral paste for 14 days; start on: 06/02/2017,0,plate_5,D4,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29691,B58,60690,1/8/2017 0:00:00,326,Duroc x Large white,BR06957,9128,6,,,,,,,,,,,,,,
Fe7/14174,SAMN11097931Ê,,PRJNA526405,Pig gut metagenome,Pig,14174,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2D,Neomycin+D-scour,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day D-Scour oral paste for 14 days; start on: 06/02/2017,0,plate_7,B11,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14174,A23,T12057,1/6/2017 0:00:00,319,Landrace x Cross bred (LW x D),BY12386,T12057,8.5,,,,,,,,,,,,,,
Fe7/29951,SAMN11097932Ê,,PRJNA526405,Pig gut metagenome,Pig,29951,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2E,Neomycin+D-scour,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day D-Scour oral paste for 14 days; start on: 06/02/2017,0,plate_3,A5,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29951,B22,32810,1/11/2017 0:00:00,326,Duroc x Large white,BR07264,315132,5.8,,,,,,,,,,,,,,
Fe7/29703,SAMN11097933Ê,,PRJNA526405,Pig gut metagenome,Pig,29703,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2E,Neomycin+D-scour,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day D-Scour oral paste for 14 days; start on: 06/02/2017,0,plate_7,D4,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29703,B48,319427,1/9/2017 0:00:00,326,Duroc x Large white,BR05942,315376,8.7,,,,,,,,,,,,,,
Fe7/29934,SAMN11097934Ê,,PRJNA526405,Pig gut metagenome,Pig,29934,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2E,Neomycin+D-scour,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day D-Scour oral paste for 14 days; start on: 06/02/2017,0,plate_8,B3,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29934,A31,B11614,1/11/2017 0:00:00,326,Duroc x Large white,BR06957,B11614,7.5,,,,,,,,,,,,,,
Fe7/14193,SAMN11097935Ê,,PRJNA526405,Pig gut metagenome,Pig,14193,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2E,Neomycin+D-scour,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day D-Scour oral paste for 14 days; start on: 06/02/2017,0,plate_3,C8,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14193,B2,210747,1/8/2017 0:00:00,316,Duroc x Landrace,BR06957,210747,7.8,,,,,,,,,,,,,,
Fe7/29865,SAMN11097936Ê,,PRJNA526405,Pig gut metagenome,Pig,29865,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2E,Neomycin+D-scour,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day D-Scour oral paste for 14 days; start on: 06/02/2017,0,plate_3,E4,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29865,B6,910916,1/11/2017 0:00:00,326,Duroc x Large white,BR05942,314656,7.4,,,,,,,,,,,,,,
Fe7/14201,SAMN11097937Ê,,PRJNA526405,Pig gut metagenome,Pig,14201,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2E,Neomycin+D-scour,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day D-Scour oral paste for 14 days; start on: 06/02/2017,0,plate_6,D1,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14201,B48,319427,1/9/2017 0:00:00,316,Duroc x Landrace,BR05942,Y08912,5.7,,,,,,,,,,,,,,
Fe7/29667,SAMN11097938Ê,,PRJNA526405,Pig gut metagenome,Pig,29667,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2F,Neomycin+D-scour,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day D-Scour oral paste for 14 days; start on: 06/02/2017,0,plate_5,B11,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29667,A26,315286,1/8/2017 0:00:00,326,Duroc x Large white,BR06957,315286,7.3,,,,,,,,,,,,,,
Fe7/14298,SAMN11097939Ê,,PRJNA526405,Pig gut metagenome,Pig,14298,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2F,Neomycin+D-scour,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day D-Scour oral paste for 14 days; start on: 06/02/2017,0,plate_6,D7,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14298,B21,21508,1/11/2017 0:00:00,316,Duroc x Landrace,BR07335,21508,7.4,,,,,,,,,,,,,,
Fe7/29931,SAMN11097940Ê,,PRJNA526405,Pig gut metagenome,Pig,29931,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2F,Neomycin+D-scour,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day D-Scour oral paste for 14 days; start on: 06/02/2017,0,plate_8,B6,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29931,A31,B11614,1/11/2017 0:00:00,326,Duroc x Large white,BR06957,B11614,8.4,,,,,,,,,,,,,,
Fe7/29754,SAMN11097941Ê,,PRJNA526405,Pig gut metagenome,Pig,29754,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2F,Neomycin+D-scour,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day D-Scour oral paste for 14 days; start on: 06/02/2017,0,plate_7,A7,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29754,B44,B11439,1/9/2017 0:00:00,326,Duroc x Large white,BR05942,B11439,8.4,,,,,,,,,,,,,,
Fe7/14320,SAMN11097942Ê,,PRJNA526405,Pig gut metagenome,Pig,14320,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2F,Neomycin+D-scour,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day D-Scour oral paste for 14 days; start on: 06/02/2017,0,plate_8,C7,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14320,B31,21560,1/11/2017 0:00:00,316,Duroc x Landrace,BR06957,21560,7.5,,,,,,,,,,,,,,
Fe7/14287,SAMN11097943Ê,,PRJNA526405,Pig gut metagenome,Pig,14287,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2F,Neomycin+D-scour,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day D-Scour oral paste for 14 days; start on: 06/02/2017,0,plate_4,F12,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14287,C19,212211,1/11/2017 0:00:00,316,Duroc x Landrace,BR07335,212211,4.4,,,,,,,,,,,,,,
Fe7/29924,SAMN11097944Ê,,PRJNA526405,Pig gut metagenome,Pig,29924,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,3A,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_7,B12,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29924,A37,319096,1/11/2017 0:00:00,326,Duroc x Large white,BR05942,319096,6,,,,,,,,,,,,,,
Fe7/14209,SAMN11097945Ê,,PRJNA526405,Pig gut metagenome,Pig,14209,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,3A,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_4,G6,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14209,B4,Y08266,1/9/2017 0:00:00,316,Duroc x Landrace,BR06957,Y08266,6.4,,,,,,,,,,,,,,
Fe7/29863,SAMN11097946Ê,,PRJNA526405,Pig gut metagenome,Pig,29863,7/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 6 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,3A,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_7,C1,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29863,B6,910916,1/11/2017 0:00:00,326,Duroc x Large white,BR05942,314656,7,,,,,,,,,,,,,,
